Crime_ID,City,Date,Time,Crime_Type,Location,Latitude,Longitude,Crime_Severity,Police_Response_Time_Minutes,Resolved,Suspect_Arrested,Ride_ID,Ride_Date,Ride_Time,Pickup_Location,Drop_Location,Ride_Duration_Minutes,Distance_KM,Ride_Fare_INR,Ride_Surge_Pricing_Factor,Driver_Rating,Ride_Cancellation_Status,Weather_Temperature_C,Weather_Rainfall_mm,Weather_Visibility_KM,Weather_Humidity_%,Weather_Wind_Speed_KMH,Weather_Condition,Traffic_Congestion_Level,Traffic_Avg_Speed_KMH,Road_Accidents_Reported,Nearby_CCTV_Cameras,Uber_Ola_Route_Overlap,Public_Complaints,Time_of_Day,Passenger_Gender,Num_Police_Stations_Nearby
90,Mumbai,15-05-2023,05:29,Theft,Connaught Place,24.8054943,75.6163788,9,7,0,0,37578,20-03-2023,16:27,Saket,Colaba,93,15.76835498,570.8740219,1.2,2.4,Completed,40.94361368,10,0.720231109,88,43,Rainy,1,28.50391593,0,2,0,3,Night,Female,2
91,Mumbai,15-02-2023,11:46,Theft,Karol Bagh,24.94032111,73.12145721,4,28,1,1,55649,04-03-2024,09:15,Andheri,Lajpat Nagar,56,22.10573962,527.8171129,1.5,1.6,Completed,30.66958331,10,8.783785258,47,10,Cloudy,6,23.55448908,2,3,0,9,Night,Female,3
92,Mumbai,21-01-2023,07:11,Assault,Bandra,24.07136925,75.25221231,6,55,1,1,25327,16-10-2024,04:15,Dadar,Andheri,95,2.72884079,1165.310589,2,4.7,Completed,27.7852222,10,9.924764639,54,15,Cloudy,7,59.75050644,4,0,1,1,Night,Female,1
93,Mumbai,25-02-2023,15:59,Assault,Lajpat Nagar,22.58479158,73.69499302,4,28,1,1,77101,23-06-2023,02:52,Saket,Saket,70,13.576564,298.9994142,1.5,1.8,Completed,17.97094816,10,9.659099414,61,10,Foggy,4,24.06568949,2,0,0,1,Afternoon,Male,2
94,Mumbai,14-03-2023,22:58,Burglary,Karol Bagh,24.23220534,73.94080401,2,29,1,1,68136,01-07-2024,08:59,Dadar,Colaba,71,6.355685613,1276.476773,1.2,1.3,Cancelled,39.20602614,0,4.53726339,51,34,Sunny,7,19.55080981,3,6,1,6,Night,Female,2
95,Mumbai,07-08-2024,06:20,Burglary,Karol Bagh,25.63088285,74.10916825,6,37,1,1,46969,04-07-2023,11:44,Saket,Juhu,33,20.00671099,1294.477359,1.5,2.6,Completed,25.11602434,20,4.293925027,65,22,Cloudy,6,54.87340236,2,3,1,2,Afternoon,Other,1
96,Mumbai,06-01-2024,04:18,Burglary,Andheri,29.84590729,72.37991548,7,20,0,1,87745,10-03-2024,12:52,Lajpat Nagar,Dadar,105,28.80568377,761.8424431,1.2,1.8,Completed,30.27573419,20,5.462089853,43,45,Cloudy,6,13.65589151,4,1,1,9,Afternoon,Female,4
97,Mumbai,13-01-2024,02:57,Assault,Karol Bagh,29.31541015,77.91577011,4,11,1,0,22929,15-01-2024,11:06,Juhu,Karol Bagh,31,19.48837733,203.9156853,1.5,1.2,Completed,15.95306197,5,6.813753659,92,8,Rainy,3,55.50086166,3,7,1,2,Evening,Female,4
98,Mumbai,10-08-2024,00:13,Assault,Saket,28.48368254,72.18920777,7,50,1,1,20444,15-05-2023,16:50,Saket,Juhu,72,21.45657578,884.3404966,1.5,4,Completed,17.48379654,20,3.137127654,67,36,Cloudy,3,36.26856486,2,6,1,5,Evening,Female,3
99,Mumbai,24-12-2024,18:29,Burglary,Dadar,28.78043589,75.97498124,8,50,0,1,18756,13-07-2023,03:10,Karol Bagh,Bandra,39,13.10376121,1240.350489,1.2,3.2,Completed,44.48204635,0,6.721901283,73,13,Cloudy,2,17.2747633,4,9,0,3,Afternoon,Male,0
100,Delhi,07-03-2024,14:15,Burglary,Lajpat Nagar,24.14634102,74.22736589,3,39,0,1,13453,07-03-2023,14:23,Dadar,Andheri,95,17.76794433,469.7366029,2,1.2,Completed,27.28999895,10,3.437818322,37,7,Foggy,3,18.85966108,1,1,0,2,Afternoon,Other,2
101,Delhi,02-04-2024,21:38,Fraud,Andheri,26.2318876,75.87606175,2,42,1,1,58424,12-02-2024,19:05,Juhu,Karol Bagh,87,17.22801587,1264.733765,2,2.9,Completed,38.55100074,10,6.776331653,30,31,Foggy,7,44.10259284,1,6,0,5,Afternoon,Other,1
102,Mumbai,11-12-2023,14:15,Burglary,Bandra,28.84573395,74.13748952,5,23,1,1,52262,03-01-2024,15:03,Bandra,Dwarka,14,23.26897767,1031.532336,1.5,1.2,Completed,39.04055009,10,6.700583644,41,7,Foggy,2,7.16527441,0,6,0,0,Evening,Male,1
103,Mumbai,19-01-2023,05:29,Fraud,Andheri,23.32245841,76.04250388,2,52,0,0,57292,22-04-2024,00:15,Colaba,Saket,30,25.99352612,1481.507339,1.2,2.4,Completed,44.35286157,20,0.50787637,96,31,Foggy,5,44.35005608,2,2,0,0,Afternoon,Female,2
104,Mumbai,28-09-2024,16:41,Harassment,Lajpat Nagar,29.57938726,76.37541306,,46,1,1,36326,15-02-2023,08:15,Andheri,Lajpat Nagar,75,20.56080644,1245.831477,1,2.5,Completed,44.40164054,20,8.776872869,77,40,Cloudy,4,22.04512877,3,8,0,7,Evening,Male,1
105,Mumbai,17-01-2023,03:51,Assault,Karol Bagh,23.57364668,76.14331584,5,20,0,1,99537,24-11-2023,14:17,Colaba,Saket,95,29.43464645,342.1756729,1.5,4.3,Cancelled,25.99343964,30,2.329213692,93,17,Sunny,4,49.45384737,0,4,1,7,Night,Female,4
106,Mumbai,03-03-2023,19:53,Burglary,Bandra,25.61190932,72.68377189,10,20,0,0,43025,16-07-2023,06:46,Andheri,Andheri,98,25.19207499,,1,3.9,Completed,43.26121321,30,9.931220292,62,12,Cloudy,7,11.87227615,2,7,1,8,Evening,Female,4
107,Mumbai,28-11-2023,10:55,Assault,Andheri,26.80785185,75.94135941,6,11,1,1,24788,14-06-2023,04:22,Colaba,Dadar,80,5.49010897,200.087274,1.2,4.6,Completed,22.79090468,20,5.725380719,25,18,Sunny,1,18.70328125,3,7,1,2,Morning,Male,2
108,Mumbai,04-07-2023,05:15,Assault,Juhu,29.45651214,73.6799253,8,2,0,0,68939,17-06-2023,12:51,Bandra,Connaught Place,108,16.20931115,151.0223219,2,1.6,Completed,31.26736944,10,4.171804228,54,30,Sunny,1,29.14575638,1,0,0,4,Afternoon,Female,4
109,Mumbai,20-10-2023,14:46,Assault,Bandra,21.69077901,72.17280822,6,13,1,1,65373,02-10-2024,21:30,Dwarka,Bandra,65,27.2906102,1073.778649,2,3.1,Completed,38.75993505,20,1.371283665,22,41,Cloudy,7,53.35647831,0,4,1,5,Night,Female,2
110,Delhi,03-10-2023,02:00,Harassment,Dadar,27.20744076,74.48898403,4,13,1,1,11046,06-03-2024,09:01,Bandra,Juhu,73,28.43017632,1373.751117,1.2,1.1,Completed,41.98252881,0,6.96934273,62,33,Cloudy,4,20.62525268,3,4,1,2,Afternoon,Other,3
111,Mumbai,19-11-2024,23:02,Theft,Colaba,24.72897145,74.60125862,3,41,0,1,16646,03-05-2024,22:21,Dwarka,Connaught Place,60,12.64576628,1461.684499,1.5,4.3,Completed,28.33437285,30,3.917968622,53,7,Cloudy,1,51.40832911,2,2,0,7,Afternoon,Male,0
112,Delhi,07-05-2024,21:43,Burglary,Connaught Place,21.95412855,74.8030448,2,49,1,1,61384,19-04-2023,06:24,Dadar,Lajpat Nagar,81,22.31971372,442.1762136,2,2.5,Completed,24.62508103,10,9.648272071,22,28,Sunny,2,10.61293416,0,4,1,2,Evening,Female,1
113,Mumbai,09-04-2024,13:55,Theft,Dadar,27.54267524,76.22894499,1,15,1,1,69938,15-05-2024,04:20,Bandra,Dwarka,68,13.49527354,342.5684457,1.5,1.3,Completed,35.49813188,30,8.644087923,64,19,Rainy,4,14.54706196,3,0,0,8,Afternoon,Male,1
114,Mumbai,22-03-2024,16:30,Theft,Colaba,25.07444508,73.85306285,2,56,1,1,63229,23-01-2024,02:56,Saket,Juhu,45,5.462472221,,2,2.3,Completed,25.95746489,5,1.681920881,64,41,Foggy,5,13.68764155,2,9,0,4,Evening,Other,1
115,Delhi,11-08-2024,12:04,Theft,Dadar,26.27071203,73.89168308,2,54,1,1,68984,24-05-2024,20:42,Karol Bagh,Connaught Place,8,26.76911654,341.247106,2,2.1,Completed,33.51305003,5,4.848027097,56,18,Rainy,7,38.7140921,3,9,0,9,Morning,Other,1
116,Mumbai,15-01-2023,13:16,Assault,Karol Bagh,22.55191175,72.36331354,5,31,1,0,36287,04-04-2024,04:13,Dwarka,Connaught Place,70,28.09468744,479.0652806,1.5,4.1,Completed,38.14766178,5,4.719035471,72,44,Rainy,2,26.37676175,0,0,0,6,Afternoon,Female,0
117,Delhi,18-02-2023,22:34,Fraud,Connaught Place,24.29401347,76.1209273,9,58,0,1,91968,15-12-2024,03:04,Dwarka,Dwarka,41,16.13301488,1263.978179,1.2,1.5,Completed,39.43945437,20,7.233366548,24,35,Sunny,4,52.49030366,2,9,1,6,Afternoon,Female,1
118,Mumbai,09-09-2023,03:45,Assault,Connaught Place,25.79089676,75.40695655,1,23,0,1,30125,24-06-2023,10:16,Dadar,Juhu,38,2.512608063,1225.171142,1.5,3.2,Completed,18.90099146,30,3.093004844,69,15,Foggy,5,31.72132221,4,0,0,4,Evening,Male,2
119,Mumbai,03-06-2023,19:41,Assault,Lajpat Nagar,23.45401896,74.09655068,4,53,1,1,44836,19-02-2024,03:40,Colaba,Juhu,54,24.84901502,1347.856249,1,4.2,Completed,,0,8.444111913,94,30,Foggy,4,51.08785084,0,5,1,7,Afternoon,Other,1
120,Delhi,10-06-2023,17:45,Theft,Juhu,21.18209794,76.23113387,10,22,0,0,67735,17-11-2023,02:07,Dadar,Bandra,74,15.35489025,749.2530966,2,4,Completed,10.87619922,30,9.443796246,83,5,Foggy,7,18.21840557,3,5,1,0,Evening,Female,0
121,Mumbai,27-08-2023,00:28,Assault,Karol Bagh,29.57804542,75.2241465,7,54,1,1,81359,24-07-2024,18:53,Dadar,Connaught Place,94,4.100794011,867.9243139,2,4.7,Completed,37.92146741,10,5.747226375,36,29,Cloudy,2,56.22188149,4,9,1,5,Evening,Female,0
122,Delhi,26-10-2024,15:52,Theft,Dadar,24.62614294,74.81546968,10,16,0,0,36025,13-12-2024,00:40,Dadar,Andheri,79,7.30296152,1167.354787,1.5,1,Completed,14.37833106,20,9.308894283,23,25,Cloudy,6,39.91869538,2,0,0,2,Morning,Other,4
123,Mumbai,27-11-2023,23:03,Fraud,Dadar,27.07312407,75.06794726,3,57,1,1,42996,11-07-2023,04:01,Dadar,Connaught Place,46,6.259341526,396.935023,1.2,2.4,Completed,40.50895752,30,3.590925284,27,38,Rainy,3,32.8104459,1,0,0,1,Morning,Female,1
124,Delhi,04-11-2024,09:51,Burglary,Dadar,23.52151913,75.81808875,8,42,0,1,46020,18-02-2024,12:00,Saket,Connaught Place,5,21.21580826,1243.485707,2,2.5,Completed,24.23833617,20,3.514661239,60,7,Sunny,4,38.48603648,3,4,0,1,Afternoon,Other,2
125,Delhi,04-05-2023,12:53,Theft,Colaba,22.9064494,75.96001563,,29,1,0,30421,11-04-2023,15:06,Dadar,Colaba,38,10.3834658,75.45834575,1,1.1,Cancelled,15.85438972,20,7.371761856,41,11,Cloudy,8,55.44012715,3,1,1,3,Night,Other,4
126,Mumbai,18-12-2023,23:49,Fraud,Dadar,23.47880728,73.73374691,,20,1,1,34809,21-05-2024,07:47,Connaught Place,Karol Bagh,89,5.575334485,1206.606839,1,4.3,Completed,37.853522,0,4.721453061,46,15,Cloudy,6,23.84011127,0,2,0,8,Evening,Male,0
127,Mumbai,10-05-2023,01:23,Burglary,Juhu,23.50116308,72.84446018,2,28,0,1,67609,18-07-2024,12:41,Juhu,Dadar,14,27.69416713,1175.066524,1.5,3.8,Completed,17.01002355,10,3.123471225,77,35,Rainy,7,18.52061578,1,6,1,0,Evening,Female,3
128,Delhi,11-12-2023,12:45,Harassment,Connaught Place,24.98598128,72.93980509,5,27,1,1,27241,22-06-2023,18:13,Bandra,Dwarka,9,28.78286965,487.5809273,2,3.1,Completed,23.80451358,0,3.441575433,25,30,Cloudy,3,18.49814795,0,2,0,2,Evening,Female,3
129,Mumbai,21-11-2023,16:40,Theft,Dwarka,24.97816857,75.83634532,,44,1,1,57417,25-01-2024,01:50,Dwarka,Karol Bagh,94,5.880124437,1105.472919,1.2,2.6,Completed,29.84066687,0,8.407455402,50,27,Sunny,9,58.50012636,4,0,0,0,Night,Female,0
130,Mumbai,16-09-2024,20:28,Theft,Dwarka,24.46869197,77.23723971,9,29,1,1,19068,24-04-2023,01:23,Bandra,Juhu,48,8.446603893,360.2907405,1.2,4.6,Cancelled,22.60104785,20,6.646475155,78,20,Rainy,1,23.56227346,1,0,0,0,Night,Male,0
131,Mumbai,03-01-2024,13:50,Harassment,Karol Bagh,20.48264363,74.45697767,3,5,0,1,74729,26-08-2024,04:11,Juhu,Saket,23,18.57938015,885.5373246,1.5,2.1,Completed,16.26600599,20,8.018912416,23,23,Sunny,1,53.61385026,1,4,0,9,Evening,Female,1
132,Delhi,02-05-2024,03:06,Harassment,Karol Bagh,24.45683026,73.01712096,5,52,1,1,36834,09-09-2023,02:43,Karol Bagh,Juhu,25,6.214219786,1065.850824,2,2.3,Completed,24.21328286,0,4.421362831,66,24,Foggy,5,12.55992284,0,8,0,6,Evening,Female,1
133,Delhi,25-06-2023,04:54,Theft,Bandra,20.8601429,76.53961499,10,49,1,1,79730,26-01-2023,09:16,Lajpat Nagar,Dadar,38,6.440567401,1086.313379,1.2,4.8,Cancelled,15.04855297,5,9.418787916,62,14,Rainy,4,28.68406562,1,2,1,7,Morning,Other,1
134,Delhi,09-11-2023,08:48,Harassment,Connaught Place,20.38749365,76.99493685,9,42,0,1,89235,06-10-2023,05:41,Andheri,Karol Bagh,33,11.42412917,1475.255946,1.5,1.3,Completed,35.17044119,5,8.961712774,79,48,Sunny,5,39.05871508,3,4,0,9,Evening,Other,0
135,Delhi,15-12-2023,18:48,Assault,Karol Bagh,29.25910289,77.28349466,6,38,1,1,61544,20-01-2023,13:50,Saket,Karol Bagh,106,28.57676932,313.9082097,2,4.1,Completed,16.00267375,0,0.839997521,47,26,Foggy,1,57.9932411,2,5,1,2,Morning,Other,2
136,Delhi,01-09-2024,03:46,Burglary,Dwarka,25.65445014,75.64098857,,53,0,1,78860,16-07-2024,14:41,Lajpat Nagar,Connaught Place,83,28.9483815,747.1580119,1.2,3.9,Completed,26.88338877,20,3.96694203,82,27,Cloudy,6,42.25147038,0,6,1,0,Afternoon,Male,0
137,Delhi,23-02-2023,05:23,Burglary,Bandra,26.25439064,77.16437136,1,52,1,0,53911,07-04-2023,07:47,Karol Bagh,Karol Bagh,44,25.570071,1326.151589,1,4.6,Completed,29.61323888,20,1.202260011,36,12,Foggy,4,5.107763649,4,3,0,0,Afternoon,Other,1
138,Delhi,02-09-2023,13:42,Burglary,Dadar,23.41973037,72.09248975,1,38,1,0,71963,23-12-2023,11:52,Colaba,Connaught Place,84,21.4799617,864.1932788,2,1.4,Completed,43.07734288,10,2.75911017,69,43,Sunny,1,46.80786313,0,6,0,6,Morning,Male,0
139,Delhi,18-10-2024,10:09,Assault,Bandra,28.99878981,72.64341481,7,44,1,1,49029,26-04-2024,06:35,Dwarka,Saket,119,22.17885424,1320.764087,1.5,4.9,Completed,12.73904239,20,9.294002826,36,17,Cloudy,5,40.73931865,0,2,0,8,Evening,Other,2
140,Delhi,05-07-2023,07:50,Harassment,Saket,26.01723539,72.5554564,2,53,1,0,96871,19-04-2023,08:42,Juhu,Connaught Place,22,15.14803961,679.3852272,1.2,1.1,Completed,42.56593463,30,9.011242652,29,17,Foggy,4,15.18350063,4,3,0,4,Evening,Other,0
141,Mumbai,12-05-2023,15:13,Fraud,Lajpat Nagar,27.46086856,76.27562811,7,51,1,0,36832,09-05-2024,04:20,Karol Bagh,Connaught Place,53,16.84432959,1203.259561,1.2,2.4,Completed,,30,1.032916428,67,11,Foggy,2,39.12483882,4,6,1,0,Afternoon,Male,1
142,Delhi,07-06-2023,08:06,Harassment,Saket,23.05418716,72.4174907,1,2,1,0,11432,28-03-2023,13:07,Connaught Place,Dwarka,65,19.76467448,1311.571484,1.5,1.3,Cancelled,39.43276926,20,0.839866608,41,33,Rainy,5,55.90987057,4,2,1,1,Afternoon,Other,0
143,Mumbai,04-11-2023,10:41,Theft,Dwarka,29.56013069,74.97818623,4,45,1,1,10480,08-06-2023,03:53,Saket,Connaught Place,69,22.47602585,1277.337086,2,1.2,Completed,13.1673339,0,6.635986586,83,49,Cloudy,2,5.248415354,2,7,1,3,Night,Male,2
144,Mumbai,28-09-2024,22:04,Burglary,Connaught Place,28.02507419,74.83624139,10,54,1,1,78506,26-07-2023,13:06,Saket,Saket,79,4.71169283,1313.479315,2,4.9,Completed,44.6045832,30,2.740551114,49,13,Rainy,3,58.59199141,4,9,0,8,Afternoon,Male,3
145,Mumbai,24-10-2024,14:57,Harassment,Andheri,28.39343309,73.86422114,4,20,1,1,44433,20-07-2024,21:20,Juhu,Juhu,40,8.296836271,368.3543101,1,3.9,Completed,38.26714635,20,0.521110322,39,30,Sunny,6,21.29189267,4,6,0,6,Evening,Female,2
146,Delhi,28-04-2023,22:31,Fraud,Dwarka,20.89413694,77.22243102,5,43,1,1,62406,06-05-2023,21:48,Dadar,Karol Bagh,100,28.96240936,686.5269894,1.2,3,Completed,12.20328848,20,8.413107771,33,10,Sunny,1,38.41278215,1,4,0,2,Night,Male,3
147,Delhi,14-03-2023,07:48,Theft,Juhu,21.98059529,73.02259921,10,47,0,1,24265,08-08-2024,19:36,Bandra,Karol Bagh,96,11.38398343,303.129213,1.5,1.4,Completed,17.49388652,30,4.150647204,34,37,Sunny,7,20.26657353,0,1,1,8,Afternoon,Other,4
148,Delhi,24-03-2023,08:21,Assault,Karol Bagh,22.1418926,74.11477671,1,13,1,1,84144,24-04-2023,22:39,Dwarka,Karol Bagh,74,9.517277903,,1,3.1,Completed,29.19907476,20,4.463374078,62,33,Foggy,2,45.198742,4,6,1,2,Morning,Male,2
149,Delhi,26-07-2024,09:44,Assault,Bandra,21.98000146,76.645029,7,26,1,1,82786,05-11-2024,09:17,Lajpat Nagar,Juhu,11,13.81351674,757.3495964,1.2,2.3,Completed,28.32502039,0,1.537678633,76,23,Cloudy,8,33.37100284,4,1,1,1,Evening,Male,2
150,Mumbai,06-05-2023,14:21,Fraud,Bandra,28.40948978,72.18253389,2,35,0,1,10944,08-03-2023,23:09,Saket,Saket,65,10.14578101,1442.127244,1.2,2.1,Completed,,5,5.014813547,38,36,Sunny,3,19.46085204,2,1,1,9,Morning,Male,0
151,Delhi,28-07-2023,14:44,Theft,Colaba,19.35073275,76.0377024,2,46,1,1,44820,19-01-2023,13:50,Dadar,Dadar,68,4.553045391,908.2713941,1.2,3.5,Completed,26.2227337,30,7.874054381,72,25,Rainy,9,32.68807176,4,3,0,5,Night,Male,0
152,Delhi,08-08-2023,08:36,Burglary,Andheri,19.83709988,76.89838636,8,8,1,1,20542,23-05-2023,22:05,Lajpat Nagar,Dadar,108,7.822911693,1288.07539,1.5,4.2,Completed,35.6957507,30,3.346512037,59,21,Foggy,1,24.33997528,2,9,1,7,Afternoon,Female,1
153,Delhi,12-08-2023,08:38,Harassment,Dwarka,22.01306358,77.59360703,9,28,1,1,68323,14-02-2023,17:17,Dwarka,Karol Bagh,92,19.92447433,1408.916792,1.5,2.8,Completed,22.19699613,20,8.364783832,42,38,Cloudy,4,18.73146824,4,8,1,7,Afternoon,Other,0
154,Delhi,08-04-2024,01:48,Theft,Lajpat Nagar,21.19860272,77.25777984,6,41,1,1,83239,25-04-2023,10:20,Bandra,Connaught Place,78,8.249111597,175.5342704,1.5,3,Completed,16.17353929,0,6.677121318,97,23,Rainy,6,37.60379371,3,3,1,8,Night,Male,2
155,Delhi,07-11-2023,04:09,Assault,Connaught Place,21.55045575,73.9163047,1,15,0,1,69998,09-09-2023,06:28,Connaught Place,Lajpat Nagar,34,20.13468151,284.9927858,1,3.6,Completed,11.18228198,30,4.443495447,41,15,Rainy,7,40.10357278,3,7,1,4,Evening,Male,0
156,Mumbai,09-06-2024,16:18,Fraud,Juhu,27.77737508,75.51818485,1,55,1,1,86739,07-03-2024,10:34,Colaba,Colaba,21,4.802265057,471.7205813,1.2,1.5,Completed,,20,5.294128422,91,40,Rainy,8,12.72681149,1,5,1,5,Night,Female,4
157,Delhi,12-05-2023,00:14,Fraud,Saket,25.19439253,72.46376096,7,50,1,1,53743,22-08-2024,04:25,Dadar,Bandra,48,3.172537789,944.3267486,1.2,4.3,Completed,24.94075914,20,1.561804195,50,27,Cloudy,7,56.10371901,1,6,1,4,Morning,Female,0
158,Mumbai,27-11-2024,11:36,Harassment,Saket,19.06347727,73.54722002,8,8,1,1,39922,19-10-2023,16:08,Andheri,Colaba,76,26.12389511,139.5073668,1,4.3,Completed,33.06740502,20,8.992023489,35,27,Foggy,2,5.365859915,2,1,1,1,Afternoon,Male,3
159,Delhi,04-01-2024,11:45,Fraud,Karol Bagh,23.72255042,72.56533427,3,11,1,1,23965,01-10-2023,23:41,Dwarka,Connaught Place,80,23.28073348,1190.649039,1,3.2,Completed,38.22597212,10,8.991636529,73,38,Sunny,5,20.23142169,3,1,1,7,Morning,Other,0
160,Mumbai,19-03-2024,09:19,Fraud,Karol Bagh,23.4867342,73.89112374,9,29,0,1,30387,27-06-2024,19:23,Saket,Dwarka,30,20.64877512,142.4936395,1.5,1.8,Completed,18.40219806,10,4.133289586,43,39,Sunny,3,23.88409466,2,5,1,9,Night,Female,2
161,Delhi,04-01-2024,22:10,Theft,Juhu,20.25339796,77.25112328,4,59,0,1,44354,11-02-2024,01:34,Saket,Juhu,21,2.865178522,279.726121,1.2,3,Completed,27.2620901,0,6.760059533,40,21,Rainy,8,8.654199255,3,2,1,8,Evening,Male,4
162,Delhi,24-06-2024,18:40,Burglary,Bandra,26.43755967,74.08300104,4,5,1,1,59541,11-12-2024,03:17,Bandra,Bandra,39,8.701910184,603.476403,2,1.4,Completed,18.18068553,5,7.763872633,91,17,Foggy,4,9.950162074,4,5,1,7,Evening,Female,0
163,Mumbai,20-07-2024,09:30,Harassment,Karol Bagh,26.72306907,75.37138862,3,47,0,1,13728,02-07-2023,19:37,Lajpat Nagar,Dadar,50,24.74480116,,2,4.1,Completed,43.29078721,10,8.344181739,57,36,Foggy,9,51.60909858,1,3,0,7,Morning,Male,4
164,Mumbai,19-07-2023,22:28,Theft,Connaught Place,26.92982541,74.60028509,8,47,1,1,68193,14-06-2024,21:19,Colaba,Bandra,112,6.050694622,,1,2.2,Cancelled,32.66413649,0,7.384362156,89,21,Rainy,7,24.90103163,4,3,0,9,Night,Male,3
165,Mumbai,02-05-2023,21:18,Burglary,Saket,27.0131804,74.75349915,9,59,1,0,99927,18-04-2023,01:11,Dadar,Karol Bagh,9,24.75989632,1447.408179,1,2.2,Completed,33.72658403,20,5.260803413,33,10,Sunny,4,25.0887651,2,7,1,5,Morning,Male,2
166,Delhi,17-01-2024,04:47,Theft,Dadar,19.0005811,77.81743231,1,58,1,1,35394,01-02-2023,06:08,Saket,Saket,49,18.35853939,,1,4.8,Completed,28.59284523,20,7.129536267,49,47,Foggy,5,42.8733362,3,8,0,8,Afternoon,Male,4
167,Mumbai,14-06-2023,22:08,Theft,Bandra,29.49312884,73.77692681,2,7,1,1,87835,27-12-2023,06:22,Saket,Andheri,79,22.7303143,205.2147536,2,2.7,Completed,19.86404191,5,9.500506213,97,46,Sunny,8,44.83556484,2,9,0,1,Afternoon,Other,4
168,Delhi,11-11-2023,04:38,Fraud,Juhu,27.95629644,75.76394682,1,53,1,0,16480,08-05-2024,17:23,Bandra,Dwarka,20,20.0461982,965.2827536,2,4.2,Completed,17.01504583,30,4.978615024,26,47,Cloudy,7,43.91349941,2,6,0,6,Morning,Other,0
169,Delhi,28-11-2024,09:54,Burglary,Connaught Place,28.94379866,74.52037602,4,18,0,1,61806,05-11-2023,18:14,Colaba,Andheri,62,13.67570824,690.4861296,1.5,3.5,Cancelled,32.98259299,10,1.276746644,23,40,Sunny,8,30.79065459,3,8,1,5,Morning,Male,4
170,Mumbai,10-12-2023,12:16,Harassment,Colaba,19.17207625,72.36687709,10,28,1,1,57232,21-07-2023,11:32,Connaught Place,Juhu,46,10.17536577,2323.987163,1.5,2.3,Completed,42.25975147,10,8.181582322,44,29,Foggy,5,43.86756193,1,0,1,3,Night,Male,3
171,Mumbai,14-11-2024,20:14,Harassment,Dadar,29.27244675,74.93598499,7,12,1,1,79642,16-03-2023,01:44,Lajpat Nagar,Lajpat Nagar,98,20.836417,854.9129383,1.2,1.5,Completed,17.4512794,20,7.351928552,44,7,Sunny,1,55.8171227,3,5,0,9,Evening,Male,2
172,Delhi,23-07-2024,00:54,Burglary,Juhu,27.90767382,76.88005997,7,12,1,1,94239,15-08-2024,06:42,Dadar,Karol Bagh,64,24.59356069,567.1545431,1.5,4.2,Cancelled,30.0117517,0,3.320833966,38,19,Foggy,9,12.41536046,1,9,1,9,Morning,Male,3
173,Delhi,05-09-2024,06:37,Fraud,Colaba,28.20941057,72.59251781,6,36,1,0,86656,03-04-2023,23:59,Dadar,Dwarka,60,3.252513813,551.392367,1.2,4.1,Completed,28.52637401,5,6.088363358,49,22,Rainy,4,36.61588334,4,3,1,2,Evening,Female,0
174,Mumbai,22-07-2023,09:09,Assault,Dadar,20.02616123,72.41755108,5,29,1,1,48920,17-12-2024,20:21,Connaught Place,Dadar,108,12.63745014,186.9454221,1.5,1.7,Cancelled,32.45785838,5,1.192087428,62,14,Cloudy,1,53.33035336,2,1,1,6,Evening,Male,3
175,Mumbai,24-11-2024,18:00,Theft,Saket,27.12655832,72.92178912,4,11,0,0,94854,13-07-2023,20:10,Andheri,Andheri,10,11.82043396,1469.3368,1.5,2,Completed,30.57264801,30,5.05078053,34,9,Foggy,9,58.11370552,4,9,1,5,Night,Male,2
176,Mumbai,19-10-2023,08:23,Fraud,Saket,29.55908359,76.58640067,8,53,0,1,78041,16-12-2024,16:33,Lajpat Nagar,Lajpat Nagar,24,17.66518353,1102.641855,1.5,4.1,Cancelled,19.54781124,30,4.290828544,67,42,Cloudy,4,9.837143504,1,1,1,5,Night,Other,0
177,Delhi,18-07-2024,23:32,Burglary,Connaught Place,26.46402076,76.3439723,7,6,1,0,98999,01-08-2023,00:21,Connaught Place,Dwarka,88,5.189901579,456.4846064,2,4.9,Completed,34.20045921,0,2.882400682,48,25,Cloudy,3,57.2403667,4,5,0,0,Evening,Male,2
178,Delhi,10-05-2023,23:55,Theft,Saket,25.27617545,75.39010661,10,21,0,0,90322,12-09-2023,00:59,Bandra,Karol Bagh,28,28.13574348,1380.338978,2,4.4,Completed,,0,1.960658152,52,48,Sunny,6,44.95499346,0,3,1,8,Afternoon,Male,4
179,Delhi,26-07-2023,16:25,Harassment,Andheri,29.40192646,74.80935842,1,10,1,1,83334,13-04-2023,15:20,Colaba,Colaba,95,17.35828752,1424.726435,1,3.7,Completed,32.85477879,5,3.765301172,58,5,Sunny,6,44.85542186,1,4,0,6,Afternoon,Female,4
180,Delhi,15-08-2024,15:39,Assault,Saket,23.87230834,77.32995489,6,59,1,1,74918,20-06-2023,01:55,Lajpat Nagar,Juhu,71,27.86507852,1225.043523,1.5,4.7,Completed,20.49766736,20,9.39318985,59,48,Cloudy,6,13.11648539,1,9,0,4,Afternoon,Female,0
181,Delhi,07-11-2024,05:22,Harassment,Karol Bagh,25.59222923,76.60018694,2,32,0,1,34253,20-03-2024,15:45,Colaba,Karol Bagh,92,24.87434586,1006.006988,2,2.1,Completed,12.88479603,0,5.380138455,42,29,Sunny,2,36.67061861,3,8,1,0,Afternoon,Female,2
